Desc	Family	JU1373	NIC58	PX356	PX439	PX506	CLATE	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0022833	0	0	0	0	1	1	0	0	0	0	0
null	OG0022834	0	0	0	0	1	0	0	0	0	0	0
null	OG0022835	0	0	0	0	1	0	0	0	0	0	0
null	OG0022836	0	0	0	0	1	0	0	0	0	0	0
null	OG0022837	0	0	0	0	1	0	0	0	0	0	0
null	OG0022838	0	0	0	0	1	0	0	0	0	0	0
null	OG0022839	0	0	0	0	1	0	0	0	0	0	1
null	OG0022840	0	0	0	0	1	1	0	0	0	0	0
null	OG0022841	0	0	0	0	2	0	0	0	0	0	1
null	OG0022842	0	0	0	0	1	1	0	0	0	1	0
null	OG0022843	0	0	0	0	1	0	1	1	0	0	0
null	OG0022844	0	0	0	0	1	0	1	1	0	0	0
null	OG0022845	0	0	0	0	1	0	0	1	0	0	1
null	OG0022846	0	0	0	0	1	0	0	0	0	1	1
null	OG0022847	0	0	0	0	1	0	0	0	0	0	0
null	OG0022848	0	0	0	0	1	0	0	0	0	0	0
null	OG0022849	0	0	0	0	1	0	0	0	0	0	0
null	OG0022850	0	0	0	0	1	0	0	0	0	0	0
null	OG0022851	0	0	0	0	1	0	0	0	0	0	0
null	OG0022852	0	0	0	0	1	1	0	0	0	0	0
null	OG0022853	0	0	0	0	0	3	0	0	0	0	0
null	OG0022854	0	0	0	0	0	3	0	0	0	0	0
null	OG0022855	0	0	0	0	0	1	0	0	0	1	1
null	OG0022856	0	0	0	0	0	3	0	0	0	0	0
null	OG0022857	0	0	0	0	0	1	0	0	0	2	0
null	OG0022858	0	0	0	0	0	1	0	0	0	0	0
null	OG0022859	0	0	0	0	0	3	0	0	0	0	0
null	OG0022860	0	0	0	0	0	1	1	0	0	0	0
null	OG0022861	0	0	0	0	0	3	0	0	0	0	0
null	OG0022862	0	0	0	0	0	3	0	0	0	0	0
null	OG0022863	0	0	0	0	0	1	0	0	0	1	1
null	OG0022864	0	0	0	0	0	3	0	0	0	0	0
null	OG0022865	0	0	0	0	0	1	0	0	0	0	1
null	OG0022866	0	0	0	0	0	1	0	0	0	0	1
null	OG0022867	0	0	0	0	0	1	0	0	0	0	0
null	OG0022868	0	0	0	0	0	1	0	0	0	1	0
null	OG0022869	0	0	0	0	0	1	0	0	0	1	1
null	OG0022870	0	0	0	0	0	1	0	0	0	1	1
null	OG0022871	0	0	0	0	0	1	0	0	0	1	0
null	OG0022872	0	0	0	0	0	3	0	0	0	0	0
null	OG0022873	0	0	0	0	0	3	0	0	0	0	0
null	OG0022874	0	0	0	0	0	3	0	0	0	0	0
null	OG0022875	0	0	0	0	0	3	0	0	0	0	0
null	OG0022876	0	0	0	0	0	3	0	0	0	0	0
null	OG0022877	0	0	0	0	0	3	0	0	0	0	0
null	OG0022878	0	0	0	0	0	3	0	0	0	0	0
null	OG0022879	0	0	0	0	0	1	0	0	0	0	0
null	OG0022880	0	0	0	0	0	1	0	0	0	0	2
null	OG0022881	0	0	0	0	0	3	0	0	0	0	0
null	OG0022882	0	0	0	0	0	3	0	0	0	0	0
null	OG0022883	0	0	0	0	0	3	0	0	0	0	0
null	OG0022884	0	0	0	0	0	2	0	0	0	0	1
null	OG0022885	0	0	0	0	0	3	0	0	0	0	0
null	OG0022886	0	0	0	0	0	3	0	0	0	0	0
null	OG0022887	0	0	0	0	0	3	0	0	0	0	0
null	OG0022888	0	0	0	0	0	3	0	0	0	0	0
null	OG0022889	0	0	0	0	0	1	1	0	0	1	0
null	OG0022890	0	0	0	0	0	1	0	0	2	0	0
null	OG0022891	0	0	0	0	0	1	0	0	0	0	1
null	OG0022892	0	0	0	0	0	3	0	0	0	0	0
null	OG0022893	0	0	0	0	0	1	0	0	0	1	1
null	OG0022894	0	0	0	0	0	1	0	0	0	0	0
null	OG0022895	0	0	0	0	0	1	1	0	0	0	0
null	OG0022896	0	0	0	0	0	2	0	0	0	0	1
null	OG0022897	0	0	0	0	0	3	0	0	0	0	0
null	OG0022898	0	0	0	0	0	1	0	0	0	2	0
null	OG0022899	0	0	0	0	0	0	0	0	0	0	0
null	OG0022900	0	0	0	0	0	0	0	0	0	0	0
null	OG0022901	0	0	0	0	0	0	0	0	0	0	0
null	OG0022902	0	0	0	0	0	0	0	0	0	0	0
null	OG0022903	0	0	0	0	0	0	0	0	0	0	0
null	OG0022904	0	0	0	0	0	0	0	0	0	0	0
null	OG0022905	0	0	0	0	0	0	0	0	0	0	0
null	OG0022906	0	0	0	0	0	0	0	0	0	0	0
null	OG0022907	0	0	0	0	0	0	0	0	0	0	0
null	OG0022908	0	0	0	0	0	0	0	0	0	0	0
null	OG0022909	0	0	0	0	0	0	0	0	0	0	0
null	OG0022910	0	0	0	0	0	0	0	0	0	0	0
null	OG0022911	0	0	0	0	0	0	1	1	0	0	0
null	OG0022912	0	0	0	0	0	0	0	0	0	0	0
null	OG0022913	0	0	0	0	0	0	0	0	0	1	0
null	OG0022914	0	0	0	0	0	0	0	0	0	0	0
null	OG0022915	0	0	0	0	0	0	0	0	0	0	0
null	OG0022916	0	0	0	0	0	0	0	0	0	0	0
null	OG0022917	0	0	0	0	0	0	0	0	0	0	0
null	OG0022918	0	0	0	0	0	0	0	0	0	0	0
null	OG0022919	0	0	0	0	0	0	0	0	0	0	0
null	OG0022920	0	0	0	0	0	0	0	0	0	0	0
null	OG0022921	0	0	0	0	0	0	0	0	0	0	0
null	OG0022922	0	0	0	0	0	0	0	0	0	0	0
null	OG0022923	0	0	0	0	0	0	0	0	0	0	0
null	OG0022924	0	0	0	0	0	0	0	0	0	0	0
null	OG0022925	0	0	0	0	0	0	0	0	0	0	0
null	OG0022926	0	0	0	0	0	0	0	0	0	0	0
null	OG0022927	0	0	0	0	0	0	0	0	0	0	0
null	OG0022928	0	0	0	0	0	0	0	0	0	0	0
null	OG0022929	0	0	0	0	0	0	0	0	0	0	0
null	OG0022930	0	0	0	0	0	0	0	0	0	0	0
null	OG0022931	0	0	0	0	0	0	0	0	0	0	0
null	OG0022932	0	0	0	0	0	0	0	0	0	0	0
null	OG0022933	0	0	0	0	0	0	0	0	0	0	0
null	OG0022934	0	0	0	0	0	0	0	0	0	0	0
null	OG0022935	0	0	0	0	0	0	0	0	0	0	0
null	OG0022936	0	0	0	0	0	0	0	0	0	0	0
null	OG0022937	0	0	0	0	0	0	0	0	0	0	1
null	OG0022938	0	0	0	0	0	0	0	0	0	0	0
null	OG0022939	0	0	0	0	0	0	0	0	0	0	0
null	OG0022940	0	0	0	0	0	0	0	0	0	0	0
null	OG0022941	0	0	0	0	0	0	0	0	0	0	0
null	OG0022942	0	0	0	0	0	0	0	0	0	0	0
null	OG0022943	0	0	0	0	0	0	0	0	0	1	0
null	OG0022944	0	0	0	0	0	0	0	0	0	0	0
null	OG0022945	0	0	0	0	0	0	0	0	0	1	0
null	OG0022946	0	0	0	0	0	0	0	0	0	0	0
null	OG0022947	0	0	0	0	0	0	0	1	0	0	0
null	OG0022948	0	0	0	0	0	0	0	0	0	0	0
null	OG0022949	0	0	0	0	0	0	0	0	0	0	0
null	OG0022950	0	0	0	0	0	0	0	0	0	0	0
null	OG0022951	0	0	0	0	0	0	0	0	0	0	0
null	OG0022952	0	0	0	0	0	0	0	0	0	0	0
null	OG0022953	0	0	0	0	0	0	0	0	0	0	0
null	OG0022954	0	0	0	0	0	0	0	0	0	0	0
null	OG0022955	0	0	0	0	0	0	0	0	0	0	0
null	OG0022956	0	0	0	0	0	0	0	0	0	0	0
null	OG0022957	0	0	0	0	0	0	0	0	0	0	0
null	OG0022958	0	0	0	0	0	0	0	0	0	0	0
null	OG0022959	0	0	0	0	0	0	0	0	0	0	0
null	OG0022960	0	0	0	0	0	0	0	0	0	0	0
null	OG0022961	0	0	0	0	0	0	0	0	0	0	0
null	OG0022962	0	0	0	0	0	0	0	0	0	1	0
null	OG0022963	0	0	0	0	0	0	0	0	0	0	0
null	OG0022964	0	0	0	0	0	0	0	0	0	0	0
null	OG0022965	0	0	0	0	0	0	0	0	0	0	0
null	OG0022966	0	0	0	0	0	0	0	0	0	0	0
null	OG0022967	0	0	0	0	0	0	0	0	0	0	0
null	OG0022968	0	0	0	0	0	0	0	0	0	0	0
null	OG0022969	0	0	0	0	0	0	0	0	0	0	0
null	OG0022970	0	0	0	0	0	0	0	0	0	0	0
null	OG0022971	0	0	0	0	0	0	0	0	0	0	0
null	OG0022972	0	0	0	0	0	0	0	0	0	0	0
null	OG0022973	0	0	0	0	0	0	0	0	0	0	0
null	OG0022974	0	0	0	0	0	0	0	0	0	0	0
null	OG0022975	0	0	0	0	0	0	0	0	0	0	0
null	OG0022976	0	0	0	0	0	0	0	0	0	0	0
null	OG0022977	0	0	0	0	0	0	0	0	0	0	0
null	OG0022978	0	0	0	0	0	0	0	0	0	0	0
null	OG0022979	0	0	0	0	0	0	0	0	0	0	0
null	OG0022980	0	0	0	0	0	0	0	0	0	0	0
null	OG0022981	0	0	0	0	0	0	0	0	0	0	1
null	OG0022982	0	0	0	0	0	0	0	0	0	0	0
null	OG0022983	0	0	0	0	0	0	0	0	0	0	0
null	OG0022984	0	0	0	0	0	0	0	0	0	0	0
null	OG0022985	0	0	0	0	0	0	0	0	0	0	0
null	OG0022986	0	0	0	0	0	0	0	0	0	0	0
null	OG0022987	0	0	0	0	0	0	0	0	0	0	0
null	OG0022988	0	0	0	0	0	0	0	0	0	0	0
null	OG0022989	0	0	0	0	0	0	0	0	0	1	1
null	OG0022990	0	0	0	0	0	0	0	0	0	0	0
null	OG0022991	0	0	0	0	0	0	0	0	0	0	0
null	OG0022992	0	0	0	0	0	0	0	0	0	0	0
null	OG0022993	0	0	0	0	0	0	0	0	0	0	0
null	OG0022994	0	0	0	0	0	0	0	0	0	0	0
null	OG0022995	0	0	0	0	0	0	0	0	0	0	0
null	OG0022996	0	0	0	0	0	0	0	0	0	0	0
null	OG0022997	0	0	0	0	0	0	0	0	0	0	0
null	OG0022998	0	0	0	0	0	0	0	0	0	0	0
null	OG0022999	0	0	0	0	0	0	0	0	0	0	0
null	OG0023000	0	0	0	0	0	0	0	0	0	0	0
null	OG0023001	0	0	0	0	0	0	0	0	0	0	0
null	OG0023002	0	0	0	0	0	0	0	0	0	0	0
null	OG0023003	0	0	0	0	0	0	0	0	0	0	0
null	OG0023004	0	0	0	0	0	0	0	0	0	0	0
null	OG0023005	0	0	0	0	0	0	0	0	0	0	0
null	OG0023006	0	0	0	0	0	0	0	0	0	0	0
null	OG0023007	0	0	0	0	0	0	0	0	0	0	0
null	OG0023008	0	0	0	0	0	0	1	1	0	0	0
null	OG0023009	0	0	0	0	0	0	0	0	0	0	0
null	OG0023010	0	0	0	0	0	0	0	0	0	0	0
null	OG0023011	0	0	0	0	0	0	0	0	0	0	0
null	OG0023012	0	0	0	0	0	0	0	0	0	0	0
null	OG0023013	0	0	0	0	0	0	0	0	0	0	0
null	OG0023014	0	0	0	0	0	0	0	0	0	0	0
null	OG0023015	0	0	0	0	0	0	0	0	0	0	0
null	OG0023016	0	0	0	0	0	0	0	0	0	0	0
null	OG0023017	0	0	0	0	0	0	0	0	0	0	0
null	OG0023018	0	0	0	0	0	0	0	0	0	0	0
null	OG0023019	0	0	0	0	0	0	0	0	0	0	0
null	OG0023020	0	0	0	0	0	0	0	0	0	0	0
null	OG0023021	0	0	0	0	0	0	0	0	0	0	0
null	OG0023022	0	0	0	0	0	0	0	0	0	0	0
null	OG0023023	0	0	0	0	0	0	0	0	0	0	0
null	OG0023024	0	0	0	0	0	0	0	0	0	0	0
null	OG0023025	0	0	0	0	0	0	0	0	0	0	0
null	OG0023026	0	0	0	0	0	0	0	0	0	0	0
null	OG0023027	0	0	0	0	0	0	0	0	0	0	0
null	OG0023028	0	0	0	0	0	0	0	0	0	0	0
null	OG0023029	0	0	0	0	0	0	0	0	0	1	0
null	OG0023030	0	0	0	0	0	0	0	0	0	0	0
null	OG0023031	0	0	0	0	0	0	0	0	0	0	0
null	OG0023032	0	0	0	0	0	0	0	0	0	0	0
null	OG0023033	0	0	0	0	0	0	0	0	0	0	0
null	OG0023034	0	0	0	0	0	0	0	0	0	0	1
null	OG0023035	0	0	0	0	0	0	0	0	0	0	0
null	OG0023036	0	0	0	0	0	0	0	0	0	0	0
null	OG0023037	0	0	0	0	0	0	0	0	0	0	0
null	OG0023038	0	0	0	0	0	0	0	0	0	0	0
null	OG0023039	0	0	0	0	0	0	0	0	0	0	0
null	OG0023040	0	0	0	0	0	0	0	1	0	0	1
null	OG0023041	0	0	0	0	0	0	0	0	0	0	0
null	OG0023042	0	0	0	0	0	0	0	0	0	0	0
null	OG0023043	0	0	0	0	0	0	0	0	0	0	0
null	OG0023044	0	0	0	0	0	0	0	0	0	0	0
null	OG0023045	0	0	0	0	0	0	0	0	0	0	0
null	OG0023046	0	0	0	0	0	0	0	1	0	1	0
null	OG0023047	0	0	0	0	0	0	0	0	0	0	0
null	OG0023048	0	0	0	0	0	0	0	0	0	0	0
null	OG0023049	0	0	0	0	0	0	1	0	0	1	0
null	OG0023050	0	0	0	0	0	0	0	0	0	2	0
null	OG0023051	0	0	0	0	0	0	0	0	0	0	0
null	OG0023052	0	0	0	0	0	0	0	0	0	0	0
null	OG0023053	0	0	0	0	0	0	0	1	0	0	0
null	OG0023054	0	0	0	0	0	0	0	0	0	0	0
null	OG0023055	0	0	0	0	0	0	0	0	0	0	0
null	OG0023056	0	0	0	0	0	0	0	1	0	0	0
null	OG0023057	0	0	0	0	0	0	0	0	0	0	0
null	OG0023058	0	0	0	0	0	0	0	0	0	0	0
null	OG0023059	0	0	0	0	0	0	0	0	0	0	0
null	OG0023060	0	0	0	0	0	0	0	0	0	0	0
null	OG0023061	0	0	0	0	0	0	0	0	0	0	0
null	OG0023062	0	0	0	0	0	0	0	0	0	0	0
null	OG0023063	0	0	0	0	0	0	0	0	0	0	0
null	OG0023064	0	0	0	0	0	0	0	0	0	0	0
null	OG0023065	0	0	0	0	0	0	0	0	0	0	0
null	OG0023066	0	0	0	0	0	0	0	0	0	0	0
null	OG0023067	0	0	0	0	0	0	0	0	0	0	0
null	OG0023068	0	0	0	0	0	0	0	0	0	0	0
null	OG0023069	0	0	0	0	0	0	0	0	0	0	0
null	OG0023070	0	0	0	0	0	0	0	0	0	0	0
null	OG0023071	0	0	0	0	0	0	0	0	0	0	0
null	OG0023072	0	0	0	0	0	0	0	0	0	0	0
null	OG0023073	0	0	0	0	0	0	0	0	0	0	0
null	OG0023074	0	0	0	0	0	0	0	0	0	0	0
null	OG0023075	0	0	0	0	0	0	0	0	0	0	0
null	OG0023076	0	0	0	0	0	0	0	0	0	0	0
null	OG0023077	0	0	0	0	0	0	0	0	0	0	0
null	OG0023078	0	0	0	0	0	0	0	0	0	0	0
null	OG0023079	0	0	0	0	0	0	0	0	0	0	2
null	OG0023080	0	0	0	0	0	0	0	0	0	0	0
null	OG0023081	0	0	0	0	0	0	0	0	0	0	0
null	OG0023082	0	0	0	0	0	0	0	0	0	0	0
null	OG0023083	0	0	0	0	0	0	0	0	0	0	1
null	OG0023084	0	0	0	0	0	0	0	1	0	0	1
null	OG0023085	0	0	0	0	0	0	1	0	0	0	0
null	OG0023086	0	0	0	0	0	0	0	0	0	0	0
null	OG0023087	0	0	0	0	0	0	0	0	0	0	0
null	OG0023088	0	0	0	0	0	0	0	0	0	0	1
null	OG0023089	0	0	0	0	0	0	0	0	0	0	0
null	OG0023090	0	0	0	0	0	0	0	0	0	0	0
null	OG0023091	0	0	0	0	0	0	1	1	0	0	0
null	OG0023092	0	0	0	0	0	0	0	0	0	1	0
null	OG0023093	0	0	0	0	0	0	0	0	0	0	0
null	OG0023094	0	0	0	0	0	0	0	0	0	0	0
null	OG0023095	0	0	0	0	0	0	0	0	0	0	0
null	OG0023096	0	0	0	0	0	0	0	0	0	0	0
null	OG0023097	0	0	0	0	0	0	0	0	0	0	0
null	OG0023098	0	0	0	0	0	0	0	0	0	0	0
null	OG0023099	0	0	0	0	0	0	0	0	0	0	0
null	OG0023100	0	0	0	0	0	0	0	0	0	0	0
null	OG0023101	0	0	0	0	0	0	0	0	0	0	0
null	OG0023102	0	0	0	0	0	0	0	1	0	0	0
null	OG0023103	0	0	0	0	0	0	0	0	0	0	0
null	OG0023104	0	0	0	0	0	0	0	0	0	0	0
null	OG0023105	0	0	0	0	0	0	0	0	0	0	0
null	OG0023106	0	0	0	0	0	0	0	0	0	0	0
null	OG0023107	0	0	0	0	0	0	0	0	0	0	0
null	OG0023108	0	0	0	0	0	0	0	0	0	0	0
null	OG0023109	0	0	0	0	0	0	1	1	0	0	0
null	OG0023110	0	0	0	0	0	0	0	0	0	0	0
null	OG0023111	0	0	0	0	0	0	0	0	0	0	0
null	OG0023112	0	0	0	0	0	0	0	0	0	0	0
null	OG0023113	0	0	0	0	0	0	0	0	0	0	0
null	OG0023114	0	0	0	0	0	0	0	0	0	0	0
null	OG0023115	0	0	0	0	0	0	0	0	0	0	0
null	OG0023116	0	0	0	0	0	0	0	0	0	0	0
null	OG0023117	0	0	0	0	0	0	0	0	0	0	0
null	OG0023118	0	0	0	0	0	0	0	0	0	0	0
null	OG0023119	0	0	0	0	0	0	0	0	0	0	0
null	OG0023120	0	0	0	0	0	0	0	0	0	0	0
null	OG0023121	0	0	0	0	0	0	0	0	0	0	0
null	OG0023122	0	0	0	0	0	0	0	0	0	0	0
null	OG0023123	0	0	0	0	0	0	0	0	0	0	1
null	OG0023124	0	0	0	0	0	0	0	0	0	0	0
null	OG0023125	0	0	0	0	0	0	0	0	0	0	1
null	OG0023126	0	0	0	0	0	0	0	0	0	0	0
null	OG0023127	0	0	0	0	0	0	1	1	0	0	0
null	OG0023128	0	0	0	0	0	0	0	0	0	0	0
null	OG0023129	0	0	0	0	0	0	0	0	0	0	0
null	OG0023130	0	0	0	0	0	0	0	0	0	0	1
null	OG0023131	0	0	0	0	0	0	0	0	0	0	0
null	OG0023132	0	0	0	0	0	0	0	0	0	0	0
null	OG0023133	0	0	0	0	0	0	0	0	0	0	0
null	OG0023134	0	0	0	0	0	0	0	0	0	0	0
null	OG0023135	0	0	0	0	0	0	0	0	0	0	0
null	OG0023136	0	0	0	0	0	0	0	0	0	0	0
null	OG0023137	0	0	0	0	0	0	0	0	0	0	0
null	OG0023138	0	0	0	0	0	0	0	0	0	0	2
null	OG0023139	0	0	0	0	0	0	0	0	0	0	0
null	OG0023140	0	0	0	0	0	0	0	1	0	0	0
null	OG0023141	0	0	0	0	0	0	0	0	0	0	0
null	OG0023142	0	0	0	0	0	0	0	0	0	0	0
null	OG0023143	0	0	0	0	0	0	0	0	0	0	0
null	OG0023144	0	0	0	0	0	0	0	0	0	0	0
null	OG0023145	0	0	0	0	0	0	0	0	0	0	0
null	OG0023146	0	0	0	0	0	0	0	0	0	0	0
null	OG0023147	0	0	0	0	0	0	0	1	0	0	0
null	OG0023148	0	0	0	0	0	0	0	0	0	0	0
null	OG0023149	0	0	0	0	0	0	0	0	0	0	0
null	OG0023150	0	0	0	0	0	0	0	0	0	0	0
null	OG0023151	0	0	0	0	0	0	0	0	0	0	0
null	OG0023152	0	0	0	0	0	0	0	0	0	0	0
null	OG0023153	0	0	0	0	0	0	1	0	0	0	0
null	OG0023154	0	0	0	0	0	0	0	1	0	0	0
null	OG0023155	0	0	0	0	0	0	0	0	0	0	0
null	OG0023156	0	0	0	0	0	0	0	0	0	0	0
null	OG0023157	0	0	0	0	0	0	0	1	0	0	1
null	OG0023158	0	0	0	0	0	0	0	0	0	0	1
null	OG0023159	0	0	0	0	0	0	0	0	0	0	0
null	OG0023160	0	0	0	0	0	0	0	0	0	0	0
null	OG0023161	0	0	0	0	0	0	0	0	0	0	1
null	OG0023162	0	0	0	0	0	0	0	0	0	0	0
null	OG0023163	0	0	0	0	0	0	0	0	0	0	0
null	OG0023164	0	0	0	0	0	0	0	0	0	0	1
null	OG0023165	0	0	0	0	0	0	0	0	0	2	0
null	OG0023166	0	0	0	0	0	0	0	0	0	0	0
null	OG0023167	0	0	0	0	0	0	0	0	0	1	1
null	OG0023168	0	0	0	0	0	0	0	0	0	0	0
null	OG0023169	0	0	0	0	0	0	0	0	0	1	1
null	OG0023170	0	0	0	0	0	0	0	0	0	0	0
null	OG0023171	0	0	0	0	0	0	0	0	0	0	0
null	OG0023172	0	0	0	0	0	0	0	0	0	0	0
null	OG0023173	0	0	0	0	0	0	0	0	0	0	2
null	OG0023174	0	0	0	0	0	0	0	0	0	0	0
null	OG0023175	0	0	0	0	0	0	0	1	1	0	0
null	OG0023176	0	0	0	0	0	0	0	0	0	2	0
null	OG0023177	0	0	0	0	0	0	1	0	0	1	0
null	OG0023178	0	0	0	0	0	0	1	0	0	1	0
null	OG0023179	0	0	0	0	0	0	0	0	0	1	0
null	OG0023180	0	0	0	0	0	0	0	0	0	1	1
null	OG0023181	0	0	0	0	0	0	0	0	0	1	1
null	OG0023182	0	0	0	0	0	0	0	0	1	1	0
null	OG0023183	0	0	0	0	0	0	0	0	0	0	1
null	OG0023184	0	0	0	0	0	0	0	0	1	1	0
null	OG0023185	0	0	0	0	0	0	0	0	0	0	1
null	OG0023186	0	0	0	0	0	0	0	1	0	0	1
null	OG0023187	0	0	0	0	0	0	0	0	0	1	1
null	OG0023188	0	0	0	0	0	0	0	0	0	0	0
null	OG0023189	0	0	0	0	0	0	0	0	2	0	0
null	OG0023190	0	0	0	0	0	0	1	1	0	0	0
null	OG0023191	0	0	0	0	0	0	0	0	0	1	1
null	OG0023192	0	0	0	0	0	0	0	0	0	0	1
null	OG0023193	0	0	0	0	0	0	0	1	0	0	1
null	OG0023194	0	0	0	0	0	0	0	0	0	0	1
null	OG0023195	0	0	0	0	0	0	0	0	0	0	0
null	OG0023196	0	0	0	0	0	0	2	0	0	0	0
null	OG0023197	0	0	0	0	0	0	0	0	1	1	0
null	OG0023198	0	0	0	0	0	0	0	0	1	0	1
null	OG0023199	0	0	0	0	0	0	0	1	0	1	0
null	OG0023200	0	0	0	0	0	0	1	1	0	0	0
null	OG0023201	0	0	0	0	0	0	0	1	0	0	1
null	OG0023202	0	0	0	0	0	0	1	0	0	2	0
null	OG0023203	0	0	0	0	0	0	1	0	0	1	1
null	OG0023204	0	0	0	0	0	0	3	0	0	0	0
null	OG0023205	0	0	0	0	0	0	2	0	0	1	0
null	OG0023206	0	0	0	0	0	0	1	0	0	1	1
null	OG0023207	0	0	0	0	0	0	1	0	0	1	1
null	OG0023208	0	0	0	0	0	0	1	0	0	1	1
null	OG0023209	0	0	0	0	0	0	2	0	0	1	0
null	OG0023210	0	0	0	0	0	0	1	0	0	1	1
null	OG0023211	0	0	0	0	0	0	1	0	0	1	1
null	OG0023212	0	0	0	0	0	0	3	0	0	0	0
null	OG0023213	0	0	0	0	0	0	2	0	0	1	0
null	OG0023214	0	0	0	0	0	0	3	0	0	0	0
null	OG0023215	0	0	0	0	0	0	2	0	0	1	0
null	OG0023216	0	0	0	0	0	0	1	0	0	2	0
null	OG0023217	0	0	0	0	0	0	1	0	0	2	0
null	OG0023218	0	0	0	0	0	0	2	0	1	0	0
null	OG0023219	0	0	0	0	0	0	3	0	0	0	0
null	OG0023220	0	0	0	0	0	0	1	0	0	1	1
null	OG0023221	0	0	0	0	0	0	1	0	0	2	0
null	OG0023222	0	0	0	0	0	0	1	1	0	0	0
null	OG0023223	0	0	0	0	0	0	1	0	0	2	0
null	OG0023224	0	0	0	0	0	0	1	0	0	2	0
null	OG0023225	0	0	0	0	0	0	2	0	0	1	0
null	OG0023226	0	0	0	0	0	0	2	0	0	1	0
null	OG0023227	0	0	0	0	0	0	1	0	0	1	1
null	OG0023228	0	0	0	0	0	0	3	0	0	0	0
null	OG0023229	0	0	0	0	0	0	1	0	0	1	1
null	OG0023230	0	0	0	0	0	0	2	0	0	1	0
null	OG0023231	0	0	0	0	0	0	1	0	0	1	1
null	OG0023232	0	0	0	0	0	0	2	0	0	1	0
null	OG0023233	0	0	0	0	0	0	1	0	0	2	0
null	OG0023234	0	0	0	0	0	0	2	0	0	1	0
null	OG0023235	0	0	0	0	0	0	3	0	0	0	0
null	OG0023236	0	0	0	0	0	0	3	0	0	0	0
null	OG0023237	0	0	0	0	0	0	1	0	0	1	1
null	OG0023238	0	0	0	0	0	0	1	0	0	2	0
null	OG0023239	0	0	0	0	0	0	2	0	0	1	0
null	OG0023240	0	0	0	0	0	0	1	1	0	0	0
null	OG0023241	0	0	0	0	0	0	2	0	0	0	0
null	OG0023242	0	0	0	0	0	0	3	0	0	0	0
null	OG0023243	0	0	0	0	0	0	1	0	0	1	1
null	OG0023244	0	0	0	0	0	0	1	0	0	2	0
null	OG0023245	0	0	0	0	0	0	1	0	0	2	0
null	OG0023246	0	0	0	0	0	0	3	0	0	0	0
null	OG0023247	0	0	0	0	0	0	1	0	0	0	2
null	OG0023248	0	0	0	0	0	0	1	0	0	2	0
null	OG0023249	0	0	0	0	0	0	1	0	0	2	0
null	OG0023250	0	0	0	0	0	0	1	0	0	2	0
null	OG0023251	0	0	0	0	0	0	1	0	0	2	0
null	OG0023252	0	0	0	0	0	0	1	0	0	2	0
null	OG0023253	0	0	0	0	0	0	1	0	0	2	0
null	OG0023254	0	0	0	0	0	0	1	0	0	2	0
null	OG0023255	0	0	0	0	0	0	1	0	0	1	1
null	OG0023256	0	0	0	0	0	0	1	0	0	1	1
null	OG0023257	0	0	0	0	0	0	1	0	0	0	2
null	OG0023258	0	0	0	0	0	0	1	0	0	1	1
null	OG0023259	0	0	0	0	0	0	1	1	0	1	0
null	OG0023260	0	0	0	0	0	0	1	0	0	1	1
null	OG0023261	0	0	0	0	0	0	1	0	0	2	0
null	OG0023262	0	0	0	0	0	0	1	0	0	2	0
null	OG0023263	0	0	0	0	0	0	1	0	0	2	0
null	OG0023264	0	0	0	0	0	0	1	0	0	2	0
null	OG0023265	0	0	0	0	0	0	1	0	0	1	1
null	OG0023266	0	0	0	0	0	0	1	1	0	0	0
null	OG0023267	0	0	0	0	0	0	3	0	0	0	0
null	OG0023268	0	0	0	0	0	0	1	0	0	2	0
null	OG0023269	0	0	0	0	0	0	1	0	0	2	0
null	OG0023270	0	0	0	0	0	0	1	0	0	2	0
null	OG0023271	0	0	0	0	0	0	2	0	0	1	0
null	OG0023272	0	0	0	0	0	0	1	0	0	2	0
null	OG0023273	0	0	0	0	0	0	2	0	0	1	0
null	OG0023274	0	0	0	0	0	0	1	0	0	2	0
null	OG0023275	0	0	0	0	0	0	1	0	0	2	0
null	OG0023276	0	0	0	0	0	0	1	0	0	2	0
null	OG0023277	0	0	0	0	0	0	1	0	0	1	1
null	OG0023278	0	0	0	0	0	0	2	0	0	1	0
null	OG0023279	0	0	0	0	0	0	2	0	0	1	0
null	OG0023280	0	0	0	0	0	0	1	0	0	2	0
null	OG0023281	0	0	0	0	0	0	1	0	0	2	0
null	OG0023282	0	0	0	0	0	0	1	0	0	1	1
null	OG0023283	0	0	0	0	0	0	1	0	0	2	0
null	OG0023284	0	0	0	0	0	0	1	0	0	2	0
null	OG0023285	0	0	0	0	0	0	2	0	0	1	0
null	OG0023286	0	0	0	0	0	0	1	0	0	1	1
null	OG0023287	0	0	0	0	0	0	1	0	0	1	1
null	OG0023288	0	0	0	0	0	0	1	0	0	1	1
null	OG0023289	0	0	0	0	0	0	1	0	0	2	0
null	OG0023290	0	0	0	0	0	0	1	0	0	1	1
null	OG0023291	0	0	0	0	0	0	1	1	0	0	0
null	OG0023292	0	0	0	0	0	0	1	0	0	1	1
null	OG0023293	0	0	0	0	0	0	1	0	0	2	0
null	OG0023294	0	0	0	0	0	0	1	0	0	2	0
null	OG0023295	0	0	0	0	0	0	1	0	0	2	0
null	OG0023296	0	0	0	0	0	0	2	0	0	1	0
