Desc	Family	PX356	PX439	CLATE	JU1373	NIC58	PX506	CBREN	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0018787	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018788	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018789	1	0	2	0	0	2	0	0	0	0	0	0
null	OG0018790	1	2	0	0	0	1	0	0	0	0	0	0
null	OG0018791	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018792	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018793	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018794	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018795	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018796	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018797	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018798	1	2	0	0	0	1	0	0	0	0	0	0
null	OG0018799	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018800	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018801	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018802	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018803	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018804	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0018805	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018806	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018807	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018808	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018809	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018810	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018811	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018812	1	0	1	0	0	2	0	0	0	0	0	0
null	OG0018813	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018814	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018815	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018816	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0018817	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018818	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018819	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018820	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018821	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018822	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018823	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018824	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018825	2	1	2	0	0	0	0	0	0	0	0	0
null	OG0018826	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018827	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018828	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018829	1	1	2	0	0	0	0	0	0	0	0	0
null	OG0018830	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018831	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018832	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018833	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018834	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018835	1	0	1	0	0	1	0	0	0	0	0	0
null	OG0018836	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018837	1	1	1	0	0	0	0	0	0	0	0	0
null	OG0018838	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018839	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018840	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018841	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018842	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018843	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018844	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018845	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018846	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018847	1	0	3	0	0	0	0	0	0	0	0	0
null	OG0018848	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018849	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018850	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018851	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018852	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018853	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018854	1	1	1	0	0	0	0	0	0	0	1	1
null	OG0018855	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018856	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018857	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018858	1	0	0	0	1	0	0	1	0	1	1	0
null	OG0018859	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018860	2	0	0	0	0	1	0	0	0	0	0	0
null	OG0018861	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018862	1	1	1	0	0	1	1	0	0	0	0	0
null	OG0018863	1	1	1	0	0	0	1	0	0	0	1	0
null	OG0018864	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018865	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0018866	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018867	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018868	1	1	1	0	0	1	0	0	1	0	0	0
null	OG0018869	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018870	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018871	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018872	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018873	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018874	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018875	1	0	0	1	1	1	0	0	0	0	0	0
null	OG0018876	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018877	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018878	1	1	0	0	0	0	0	0	0	0	0	0
null	OG0018879	1	0	0	0	0	1	1	0	0	0	1	1
null	OG0018880	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018881	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018882	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018883	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018884	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018885	1	0	1	0	0	2	0	0	0	0	0	0
null	OG0018886	1	1	0	0	0	1	0	0	0	0	0	0
null	OG0018887	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018888	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018889	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018890	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018891	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018892	1	0	1	1	1	0	0	0	0	0	0	0
null	OG0018893	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018894	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018895	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018896	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018897	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018898	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018899	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018900	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018901	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018902	1	2	0	0	0	1	0	0	0	0	0	0
null	OG0018903	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018904	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018905	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0018906	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018907	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018908	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018909	1	0	3	0	0	0	0	0	0	0	0	0
null	OG0018910	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018911	2	1	0	0	0	0	0	0	0	0	0	0
null	OG0018912	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018913	1	2	0	0	0	1	0	0	0	0	0	0
null	OG0018914	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018915	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018916	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018917	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018918	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018919	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018920	1	1	0	0	0	0	0	0	0	0	0	0
null	OG0018921	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018922	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018923	1	1	0	0	0	1	0	0	0	0	0	1
null	OG0018924	1	0	0	0	0	1	0	0	0	0	0	2
null	OG0018925	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018926	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018927	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018928	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018929	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018930	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018931	1	0	1	0	0	1	0	0	0	0	0	0
null	OG0018932	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018933	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018934	1	0	0	0	0	1	0	0	0	0	0	0
null	OG0018935	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018936	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018937	1	0	1	0	0	2	0	0	0	0	0	0
null	OG0018938	2	0	1	0	0	1	0	0	0	0	0	0
null	OG0018939	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018940	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018941	1	0	1	1	0	1	1	0	0	0	0	0
null	OG0018942	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018943	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018944	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018945	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018946	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018947	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018948	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018949	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018950	2	1	0	0	0	1	0	0	0	0	0	0
null	OG0018951	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018952	1	1	1	0	0	0	1	0	0	0	0	0
null	OG0018953	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018954	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018955	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018956	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018957	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018958	1	1	1	0	0	0	0	0	0	0	0	1
null	OG0018959	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018960	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018961	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018962	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018963	1	0	2	0	0	1	0	0	0	0	0	0
null	OG0018964	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018965	1	1	2	0	0	1	0	0	0	0	0	0
null	OG0018966	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018967	1	0	2	0	0	1	0	0	0	0	0	0
null	OG0018968	1	2	0	0	0	1	0	0	0	0	0	0
null	OG0018969	2	0	0	0	0	1	0	0	0	0	0	0
null	OG0018970	3	2	0	0	0	0	0	0	0	0	0	0
null	OG0018971	2	1	0	0	0	1	0	0	0	0	0	0
null	OG0018972	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0018973	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0018974	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018975	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018976	1	1	2	0	0	0	0	0	0	0	0	0
null	OG0018977	1	2	1	0	0	0	0	0	0	0	0	0
null	OG0018978	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018979	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0018980	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018981	1	0	1	0	0	1	0	0	0	0	0	0
null	OG0018982	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018983	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018984	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018985	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018986	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018987	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018988	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018989	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018990	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018991	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018992	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018993	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018994	2	1	0	0	0	0	0	0	0	0	0	0
null	OG0018995	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018996	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018997	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018998	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0018999	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019000	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019001	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019002	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019003	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019004	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019005	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019006	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019007	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019008	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019009	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019010	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019011	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019012	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019013	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019014	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019015	2	0	0	0	0	1	0	0	0	0	0	0
null	OG0019016	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0019017	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019018	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019019	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019020	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019021	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019022	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019023	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019024	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019025	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019026	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019027	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0019028	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019029	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019030	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019031	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019032	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019033	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019034	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019035	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019036	1	1	1	0	0	2	0	0	0	0	0	0
null	OG0019037	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019038	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019039	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019040	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019041	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019042	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019043	1	1	1	0	0	0	0	0	0	0	0	0
null	OG0019044	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019045	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019046	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019047	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019048	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0019049	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019050	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019051	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019052	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019053	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019054	1	0	0	2	2	0	0	0	0	0	0	0
null	OG0019055	2	2	0	0	0	0	0	0	0	0	0	0
null	OG0019056	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019057	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019058	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019059	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019060	1	0	1	0	0	1	0	0	0	0	0	0
null	OG0019061	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019062	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019063	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019064	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019065	1	1	1	0	0	1	0	0	0	0	0	1
null	OG0019066	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019067	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019068	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019069	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019070	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019071	1	1	1	0	0	0	0	0	0	0	1	1
null	OG0019072	1	0	1	0	0	1	0	0	0	0	1	1
null	OG0019073	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019074	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019075	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019076	1	1	1	0	0	1	0	0	0	0	1	0
null	OG0019077	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019078	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019079	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019080	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019081	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019082	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019083	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019084	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019085	2	1	0	0	0	1	0	0	0	0	0	0
null	OG0019086	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019087	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019088	1	0	1	0	0	0	1	0	1	0	0	0
null	OG0019089	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019090	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019091	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019092	1	0	0	0	0	1	0	1	0	0	1	0
null	OG0019093	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019094	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019095	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019096	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019097	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019098	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019099	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019100	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019101	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019102	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019103	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019104	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019105	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019106	1	0	0	1	1	0	1	0	0	0	0	1
null	OG0019107	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019108	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019109	1	1	1	0	0	1	0	0	0	0	1	0
null	OG0019110	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019111	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019112	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019113	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019114	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019115	2	1	0	0	0	1	0	0	0	0	0	0
null	OG0019116	2	1	0	0	0	2	0	0	0	0	0	0
null	OG0019117	1	2	0	0	0	1	0	0	0	0	1	0
null	OG0019118	2	1	1	0	0	0	0	0	0	0	0	0
null	OG0019119	2	1	0	0	0	1	0	0	0	0	0	0
null	OG0019120	1	1	0	0	0	2	0	0	0	0	0	0
null	OG0019121	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019122	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019123	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019124	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019125	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019126	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019127	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019128	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019129	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019130	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019131	1	1	1	0	0	1	0	0	0	0	0	0
null	OG0019132	0	1	1	0	0	3	0	0	0	0	0	0
null	OG0019133	0	4	0	0	0	1	0	0	0	0	0	0
null	OG0019134	0	2	1	0	0	1	0	0	0	0	0	1
null	OG0019135	0	2	0	0	0	2	0	0	0	0	0	0
null	OG0019136	0	2	0	0	0	0	0	1	0	0	0	0
null	OG0019137	0	3	0	0	0	1	0	0	0	0	0	0
null	OG0019138	0	1	0	0	0	1	0	1	1	1	0	0
null	OG0019139	0	1	1	0	0	0	0	0	0	0	1	1
null	OG0019140	0	1	1	0	0	0	1	0	0	0	1	1
null	OG0019141	0	2	2	0	0	0	0	0	0	0	0	0
null	OG0019142	0	1	1	0	0	2	0	0	0	0	0	0
null	OG0019143	0	2	0	0	0	3	0	0	0	0	0	0
null	OG0019144	0	1	2	0	0	1	0	0	0	0	1	0
null	OG0019145	0	1	1	0	0	1	0	0	0	0	1	1
null	OG0019146	0	1	0	0	0	1	0	1	1	0	1	0
null	OG0019147	0	2	1	0	0	0	0	0	0	0	0	0
null	OG0019148	0	1	0	0	0	1	0	0	1	0	0	1
null	OG0019150	0	1	1	0	0	2	0	0	0	0	0	0
null	OG0019152	0	1	1	0	0	3	0	0	0	0	0	0
null	OG0019153	0	1	1	0	0	1	0	0	0	0	1	1
null	OG0019154	0	1	1	0	0	1	0	0	0	0	0	1
null	OG0019155	0	1	1	0	0	1	0	0	0	0	0	1
null	OG0019156	0	1	1	0	0	1	0	1	1	0	0	0
null	OG0019157	0	3	0	0	0	2	0	0	0	0	0	0
null	OG0019158	0	1	2	0	0	1	0	0	0	0	0	0
null	OG0019159	0	1	2	0	0	1	0	0	0	0	0	0
null	OG0019160	0	2	1	0	0	2	0	0	0	0	0	0
null	OG0019161	0	1	1	0	0	0	0	0	0	0	2	0
null	OG0019162	0	1	4	0	0	0	0	0	0	0	0	0
null	OG0019163	0	1	1	0	0	1	0	0	0	0	1	0
null	OG0019164	0	2	0	0	0	0	2	0	0	0	0	1
null	OG0019165	0	1	0	0	0	1	0	0	0	0	1	1
null	OG0019166	0	2	1	0	0	2	0	0	0	0	0	0
null	OG0019167	0	1	0	0	0	3	0	0	0	0	1	0
null	OG0019168	0	1	0	0	0	2	0	0	0	0	0	0
null	OG0019169	0	1	0	0	0	1	0	0	0	0	0	3
null	OG0019171	0	1	1	0	0	2	0	0	0	0	0	0
null	OG0019172	0	1	3	0	0	1	0	0	0	0	0	0
null	OG0019173	0	2	0	0	0	0	1	0	0	0	0	0
null	OG0019174	0	3	1	0	0	1	0	0	0	0	0	0
null	OG0019175	0	1	0	2	2	0	0	0	0	0	0	0
null	OG0019177	0	2	0	0	0	2	0	0	0	0	0	0
null	OG0019178	0	1	1	0	0	1	0	0	0	0	0	0
null	OG0019179	0	1	1	0	0	1	0	0	0	0	1	1
null	OG0019180	0	1	1	0	0	1	0	0	0	0	1	0
null	OG0019181	0	1	0	0	0	2	0	0	0	0	0	1
null	OG0019182	0	1	1	0	0	1	0	0	0	0	0	0
null	OG0019183	0	1	1	0	0	0	0	0	0	1	1	1
null	OG0019184	0	1	1	0	0	1	0	0	0	0	0	1
null	OG0019185	0	1	1	0	0	2	0	0	0	0	0	0
null	OG0019186	0	1	1	0	0	0	0	0	0	0	1	1
null	OG0019187	0	1	0	0	0	0	0	1	1	1	1	0
null	OG0019188	0	1	1	0	0	1	0	0	0	0	0	0
null	OG0019189	0	1	0	0	0	0	4	0	0	0	0	0
null	OG0019190	0	1	0	0	0	1	0	0	0	0	0	0
null	OG0019191	0	1	1	0	0	1	0	1	0	0	0	0
null	OG0019192	0	1	4	0	0	0	0	0	0	0	0	0
null	OG0019193	0	2	0	0	0	1	0	0	0	0	0	0
null	OG0019194	0	1	0	0	0	0	1	0	0	1	0	0
null	OG0019195	0	1	0	0	0	1	0	0	0	0	0	0
null	OG0019196	0	1	1	0	0	2	0	0	0	0	0	0
null	OG0019197	0	1	1	0	0	1	0	0	1	0	0	0
null	OG0019198	0	2	1	0	0	1	0	0	0	0	0	0
null	OG0019199	0	2	2	0	0	1	0	0	0	0	0	0
null	OG0019200	0	1	1	0	0	0	0	0	0	0	1	1
null	OG0019201	0	0	1	0	0	1	0	0	0	0	0	1
null	OG0019202	0	0	1	0	0	1	1	0	0	0	0	1
null	OG0019203	0	0	2	0	0	0	0	1	0	0	2	0
null	OG0019205	0	0	1	1	1	0	1	0	0	0	0	0
null	OG0019206	0	0	1	0	0	1	0	0	0	0	1	1
null	OG0019207	0	0	1	2	2	0	0	0	0	0	0	0
null	OG0019208	0	0	2	0	0	1	0	0	0	0	0	0
null	OG0019210	0	0	2	0	0	0	0	0	3	0	0	0
null	OG0019211	0	0	1	0	0	1	0	1	0	0	1	0
null	OG0019212	0	0	1	0	0	0	2	0	0	0	1	0
null	OG0019213	0	0	1	0	0	2	0	0	0	0	2	0
null	OG0019214	0	0	3	0	0	0	0	0	0	0	2	0
null	OG0019217	0	0	1	0	0	1	0	0	0	0	0	0
null	OG0019218	0	0	1	0	0	1	2	0	0	0	0	0
null	OG0019219	0	0	3	0	0	2	0	0	0	0	0	0
null	OG0019222	0	0	2	0	0	0	3	0	0	0	0	0
null	OG0019223	0	0	1	0	0	1	0	1	0	0	0	1
null	OG0019224	0	0	1	0	0	0	0	0	0	0	2	0
null	OG0019226	0	0	0	1	1	0	2	0	1	0	0	0
null	OG0019227	0	0	0	2	3	0	0	0	0	0	0	0
null	OG0019228	0	0	0	1	1	0	3	0	0	0	0	0
null	OG0019229	0	0	0	3	2	0	0	0	0	0	0	0
null	OG0019230	0	0	0	1	1	0	2	1	0	0	0	0
null	OG0019231	0	0	0	4	1	0	0	0	0	0	0	0
null	OG0019232	0	0	0	3	2	0	0	0	0	0	0	0
