Orthogroup	JU1373.longest	NIC58.longest	PX356.longest	PX439.longest	PX506.protein	PX534.longest	c_brenneri.longest	c_briggsae.longest	c_elegans.longest	c_inopinata.protein	c_nigoni.longest	c_remanei_washu.longest	c_sinica.longest
OG0034402								WBGene00038783					
OG0034403								WBGene00038784					
OG0034404								WBGene00038788					
OG0034405								WBGene00038789					
OG0034406								WBGene00038795					
OG0034407								WBGene00039046					
OG0034408								WBGene00039089					
OG0034409								WBGene00039103					
OG0034410								WBGene00039137					
OG0034411								WBGene00039428					
OG0034412								WBGene00039442					
OG0034413								WBGene00039474					
OG0034414								WBGene00039495					
OG0034415								WBGene00039811					
OG0034416								WBGene00039917					
OG0034417								WBGene00040009					
OG0034418								WBGene00040171					
OG0034419								WBGene00040176					
OG0034420								WBGene00040204					
OG0034421								WBGene00040220					
OG0034422								WBGene00040245					
OG0034423								WBGene00040478					
OG0034424								WBGene00040537					
OG0034425								WBGene00040642					
OG0034426								WBGene00040746					
OG0034427								WBGene00041092					
OG0034428								WBGene00041147					
OG0034429								WBGene00041585					
OG0034430								WBGene00041879					
OG0034431								WBGene00041955					
OG0034432								WBGene00042131					
OG0034433								WBGene00042189					
OG0034434								WBGene00042207					
OG0034435								WBGene00042242					
OG0034436								WBGene00042287					
OG0034437								WBGene00042293					
OG0034438								WBGene00042335					
OG0034439								WBGene00042352					
OG0034440								WBGene00042477					
OG0034441								WBGene00042538					
OG0034442								WBGene00042549					
OG0034443								WBGene00042558					
OG0034444								WBGene00042637					
OG0034445								WBGene00042661					
OG0034446								WBGene00042745					
OG0034447								WBGene00042835					
OG0034448								WBGene00042896					
OG0034449								WBGene00042933					
OG0034450								WBGene00042944					
OG0034451								WBGene00042967					
OG0034452								WBGene00043004					
OG0034453								WBGene00043037					
OG0034454								WBGene00043048					
OG0034455								WBGene00086574					
OG0034456								WBGene00086579					
OG0034457								WBGene00086595					
OG0034458								WBGene00086597					
OG0034459								WBGene00086616					
OG0034460								WBGene00086645					
OG0034461								WBGene00086684					
OG0034462								WBGene00086694					
OG0034463								WBGene00086705					
OG0034464								WBGene00086727					
OG0034465								WBGene00086732					
OG0034466								WBGene00086750					
OG0034467								WBGene00086823					
OG0034468								WBGene00086824					
OG0034469								WBGene00086827					
OG0034470								WBGene00086836					
OG0034471								WBGene00086837					
OG0034472								WBGene00086840					
OG0034473								WBGene00086850					
OG0034474								WBGene00086887					
OG0034475								WBGene00086944					
OG0034476								WBGene00086965					
OG0034477								WBGene00086972					
OG0034478								WBGene00087001					
OG0034479								WBGene00087010					
OG0034480								WBGene00087087					
OG0034481								WBGene00087123					
OG0034482								WBGene00087139					
OG0034483								WBGene00087149					
OG0034484								WBGene00087161					
OG0034485								WBGene00087197					
OG0034486								WBGene00087199					
OG0034487								WBGene00087205					
OG0034488								WBGene00087216					
OG0034489								WBGene00087244					
OG0034490								WBGene00087258					
OG0034491								WBGene00087260					
OG0034492								WBGene00087274					
OG0034493								WBGene00087279					
OG0034494								WBGene00087283					
OG0034495								WBGene00087292					
OG0034496								WBGene00087364					
OG0034497								WBGene00087366					
OG0034498								WBGene00087390					
OG0034499								WBGene00087397					
OG0034500								WBGene00087449					
OG0034501								WBGene00087488					
OG0034502								WBGene00087494					
OG0034503								WBGene00087527					
OG0034504								WBGene00087534					
OG0034505								WBGene00087549					
OG0034506								WBGene00087565					
OG0034507								WBGene00087575					
OG0034508								WBGene00087604					
OG0034509								WBGene00087623					
OG0034510								WBGene00087629					
OG0034511								WBGene00087630					
OG0034512								WBGene00087647					
OG0034513								WBGene00087667					
OG0034514								WBGene00087695					
OG0034515								WBGene00087704					
OG0034516								WBGene00087775					
OG0034517								WBGene00087784					
OG0034518								WBGene00087792					
OG0034519								WBGene00087839					
OG0034520								WBGene00087900					
OG0034521								WBGene00087938					
OG0034522								WBGene00087946					
OG0034523								WBGene00087980					
OG0034524								WBGene00087992					
OG0034525								WBGene00088045					
OG0034526								WBGene00088047					
OG0034527								WBGene00088057					
OG0034528								WBGene00088059					
OG0034529								WBGene00088066					
OG0034530								WBGene00088074					
OG0034531								WBGene00088085					
OG0034532								WBGene00088089					
OG0034533								WBGene00088098					
OG0034534								WBGene00088185					
OG0034535								WBGene00088196					
OG0034536								WBGene00088218					
OG0034537								WBGene00088226					
OG0034538								WBGene00088229					
OG0034539								WBGene00088256					
OG0034540								WBGene00088294					
OG0034541								WBGene00088301					
OG0034542								WBGene00088315					
OG0034543								WBGene00088391					
OG0034544								WBGene00088401					
OG0034545								WBGene00088402					
OG0034546								WBGene00088417					
OG0034547								WBGene00088436					
OG0034548								WBGene00088450					
OG0034549								WBGene00088480					
OG0034550								WBGene00088613					
OG0034551								WBGene00088617					
OG0034552								WBGene00088640					
OG0034553								WBGene00088644					
OG0034554								WBGene00088664					
OG0034555								WBGene00088688					
OG0034556								WBGene00088698					
OG0034557								WBGene00088716					
OG0034558								WBGene00088717					
OG0034559								WBGene00088761					
OG0034560								WBGene00088771					
OG0034561								WBGene00088810					
OG0034562								WBGene00088821					
OG0034563								WBGene00088828					
OG0034564								WBGene00088831					
OG0034565								WBGene00088835					
OG0034566								WBGene00088860					
OG0034567								WBGene00088863					
OG0034568								WBGene00088865					
OG0034569								WBGene00088867					
OG0034570								WBGene00088932					
OG0034571								WBGene00088933					
OG0034572								WBGene00088937					
OG0034573								WBGene00089002					
OG0034574								WBGene00089004					
OG0034575								WBGene00089024					
OG0034576								WBGene00089055					
OG0034577								WBGene00089071					
OG0034578								WBGene00089088					
OG0034579								WBGene00089091					
OG0034580								WBGene00089117					
OG0034581								WBGene00089170					
OG0034582								WBGene00089193					
OG0034583								WBGene00089194					
OG0034584								WBGene00089220					
OG0034585								WBGene00089238					
OG0034586								WBGene00089326					
OG0034587								WBGene00089367					
OG0034588								WBGene00089419					
OG0034589								WBGene00089455					
OG0034590								WBGene00089467					
OG0034591								WBGene00089473					
OG0034592								WBGene00089475					
OG0034593								WBGene00089476					
OG0034594								WBGene00089490					
OG0034595								WBGene00089498					
OG0034596								WBGene00089505					
OG0034597								WBGene00089517					
OG0034598								WBGene00089519					
OG0034599								WBGene00089534					
OG0034600								WBGene00089535					
OG0034601								WBGene00089541					
OG0034602								WBGene00089542					
OG0034603								WBGene00089548					
OG0034604								WBGene00206397					
OG0034605								WBGene00206399					
OG0034606								WBGene00270315					
OG0034607								WBGene00270316					
OG0034608								WBGene00270349					
OG0034609								WBGene00270367					
OG0034610								WBGene00270368					
OG0034611								WBGene00270384					
OG0034612								WBGene00270385					
OG0034613								WBGene00270404					
OG0034614								WBGene00270406					
OG0034615								WBGene00270411					
OG0034616								WBGene00270424					
OG0034617								WBGene00270476					
OG0034618								WBGene00270497					
OG0034619								WBGene00270505					
OG0034620								WBGene00270513					
OG0034621								WBGene00270533					
OG0034622								WBGene00270556					
OG0034623								WBGene00270562					
OG0034624								WBGene00270570					
OG0034625								WBGene00270575					
OG0034626								WBGene00270582					
OG0034627								WBGene00270593					
OG0034628								WBGene00270623					
OG0034629								WBGene00270631					
OG0034630								WBGene00270644					
OG0034631								WBGene00270662					
OG0034632								WBGene00270664					
OG0034633								WBGene00270668					
OG0034634								WBGene00270709					
OG0034635								WBGene00270734					
OG0034636								WBGene00270735					
OG0034637								WBGene00270765					
OG0034638								WBGene00270767					
OG0034639								WBGene00270781					
OG0034640								WBGene00270791					
OG0034641								WBGene00270808					
OG0034642								WBGene00270812					
OG0034643								WBGene00270819					
OG0034644								WBGene00270822					
OG0034645								WBGene00270823					
OG0034646								WBGene00270825					
OG0034647								WBGene00270826					
OG0034648								WBGene00270827					
OG0034649								WBGene00270830					
OG0034650								WBGene00270831					
OG0034651								WBGene00270833					
OG0034652								WBGene00270838					
OG0034653								WBGene00270839					
OG0034654								WBGene00270841					
OG0034655								WBGene00270844					
OG0034656								WBGene00270849					
OG0034657								WBGene00270851					
OG0034658								WBGene00270859					
OG0034659								WBGene00270865					
OG0034660								WBGene00270875					
OG0034661								WBGene00270876					
OG0034662								WBGene00270878					
OG0034663								WBGene00270881					
OG0034664								WBGene00270882					
OG0034665								WBGene00270883					
OG0034666								WBGene00270885					
OG0034667								WBGene00270888					
OG0034668								WBGene00270895					
OG0034669								WBGene00270896					
OG0034670								WBGene00270897					
OG0034671								WBGene00270903					
OG0034672								WBGene00270904					
OG0034673								WBGene00270909					
OG0034674								WBGene00270913					
OG0034675								WBGene00270927					
OG0034676								WBGene00270934					
OG0034677								WBGene00270935					
OG0034678								WBGene00270940					
OG0034679								WBGene00270942					
OG0034680								WBGene00270944					
OG0034681								WBGene00270948					
OG0034682								WBGene00270950					
OG0034683								WBGene00270953					
OG0034684								WBGene00270955					
OG0034685								WBGene00270957					
OG0034686								WBGene00270961					
OG0034687								WBGene00270963					
OG0034688								WBGene00270972					
OG0034689								WBGene00270973					
OG0034690								WBGene00270975					
OG0034691								WBGene00270976					
OG0034692								WBGene00270981					
OG0034693								WBGene00270990					
OG0034694								WBGene00270993					
OG0034695								WBGene00270998					
OG0034696								WBGene00271003					
OG0034697								WBGene00271004					
OG0034698								WBGene00271005					
OG0034699								WBGene00271006					
OG0034700								WBGene00271007					
OG0034701								WBGene00271009					
OG0034702								WBGene00271011					
OG0034703								WBGene00271013					
OG0034704								WBGene00271020					
OG0034705								WBGene00271021					
OG0034706								WBGene00271025					
OG0034707								WBGene00271026					
OG0034708								WBGene00271027					
OG0034709								WBGene00271031					
OG0034710								WBGene00271033					
OG0034711								WBGene00271034					
OG0034712								WBGene00271035					
OG0034713								WBGene00271043					
OG0034714								WBGene00271048					
OG0034715								WBGene00271050					
OG0034716								WBGene00271053					
OG0034717								WBGene00271056					
OG0034718								WBGene00271057					
OG0034719								WBGene00271058					
OG0034720								WBGene00271060					
OG0034721								WBGene00271061					
OG0034722								WBGene00271063					
OG0034723								WBGene00271067					
OG0034724								WBGene00271077					
OG0034725								WBGene00271080					
OG0034726								WBGene00271081					
OG0034727								WBGene00271084					
OG0034728								WBGene00271085					
OG0034729								WBGene00271090					
OG0034730								WBGene00271091					
OG0034731								WBGene00271098					
OG0034732								WBGene00271100					
OG0034733								WBGene00271111					
OG0034734								WBGene00271112					
OG0034735								WBGene00271115					
OG0034736								WBGene00271116					
OG0034737								WBGene00271120					
OG0034738								WBGene00271121					
OG0034739								WBGene00271136					
OG0034740								WBGene00271138					
OG0034741								WBGene00271143					
OG0034742								WBGene00271144					
OG0034743								WBGene00271145					
OG0034744								WBGene00271150					
OG0034745								WBGene00271154					
OG0034746								WBGene00271155					
OG0034747								WBGene00271159					
OG0034748								WBGene00271160					
OG0034749								WBGene00271162					
OG0034750								WBGene00271172					
OG0034751								WBGene00271182					
OG0034752								WBGene00271192					
OG0034753								WBGene00271193					
OG0034754								WBGene00271195					
OG0034755								WBGene00271196					
OG0034756								WBGene00271198					
OG0034757								WBGene00271199					
OG0034758								WBGene00271205					
OG0034759								WBGene00271206					
OG0034760								WBGene00271207					
OG0034761								WBGene00271215					
OG0034762								WBGene00271224					
OG0034763								WBGene00271227					
OG0034764								WBGene00271233					
OG0034765								WBGene00271238					
OG0034766								WBGene00271245					
OG0034767								WBGene00271258					
OG0034768								WBGene00271264					
OG0034769								WBGene00271269					
OG0034770								WBGene00271270					
OG0034771								WBGene00271277					
OG0034772								WBGene00271278					
OG0034773								WBGene00271285					
OG0034774								WBGene00271287					
OG0034775								WBGene00271290					
OG0034776								WBGene00271291					
OG0034777								WBGene00271294					
OG0034778								WBGene00271298					
OG0034779								WBGene00271310					
OG0034780								WBGene00271317					
OG0034781								WBGene00271318					
OG0034782								WBGene00271319					
OG0034783								WBGene00271320					
OG0034784								WBGene00271321					
OG0034785								WBGene00271323					
OG0034786								WBGene00271326					
OG0034787								WBGene00271327					
OG0034788								WBGene00271330					
OG0034789								WBGene00271332					
OG0034790								WBGene00271334					
OG0034791								WBGene00271338					
OG0034792								WBGene00271339					
OG0034793								WBGene00271340					
OG0034794								WBGene00271341					
OG0034795								WBGene00271342					
OG0034796								WBGene00271343					
OG0034797								WBGene00271347					
OG0034798								WBGene00271349					
OG0034799								WBGene00271350					
OG0034800								WBGene00271353					
OG0034801								WBGene00271360					
OG0034802								WBGene00271364					
OG0034803								WBGene00271365					
OG0034804								WBGene00271368					
OG0034805								WBGene00271370					
OG0034806								WBGene00271371					
OG0034807								WBGene00271373					
OG0034808								WBGene00271374					
OG0034809								WBGene00271377					
OG0034810								WBGene00271387					
OG0034811								WBGene00271389					
OG0034812								WBGene00271395					
OG0034813								WBGene00271396					
OG0034814								WBGene00271397					
OG0034815								WBGene00271398					
OG0034816								WBGene00271399					
OG0034817								WBGene00271411					
OG0034818								WBGene00271436					
OG0034819								WBGene00271504					
OG0034820								WBGene00271507					
OG0034821								WBGene00271517					
OG0034822								WBGene00271558					
OG0034823								WBGene00271574					
OG0034824								WBGene00271629					
OG0034825								WBGene00271659					
OG0034826								WBGene00271681					
OG0034827								WBGene00271745					
OG0034828								WBGene00271836					
OG0034829								WBGene00271847					
OG0034830								WBGene00284860					
OG0034831								WBGene00284870					
OG0034832								WBGene00284872					
OG0034833								WBGene00284876					
OG0034834								WBGene00284882					
OG0034835								WBGene00284887					
OG0034836								WBGene00303186					
OG0034837								WBGene00303281					
OG0034838								WBGene00303314					
OG0034839								WBGene00303323					
OG0034840								WBGene00303334					
OG0034841								WBGene00303437					
OG0034842								WBGene00304205					
OG0034843								WBGene00304214					
OG0034844									WBGene00000427				
OG0034845									WBGene00000708				
OG0034846									WBGene00000861				
OG0034847									WBGene00001671				
OG0034848									WBGene00001693				
OG0034849									WBGene00001859				
OG0034850									WBGene00001864				
OG0034851									WBGene00001977				
OG0034852									WBGene00002099				
OG0034853									WBGene00002117				
OG0034854									WBGene00002120				
OG0034855									WBGene00002194				
OG0034856									WBGene00002260				
OG0034857									WBGene00003434				
OG0034858									WBGene00003701				
OG0034859									WBGene00004097				
OG0034860									WBGene00004103				
OG0034861									WBGene00004157				
OG0034862									WBGene00004332				
OG0034863									WBGene00004455				
OG0034864									WBGene00004991				
OG0034865									WBGene00005324				
OG0034866									WBGene00006399				
OG0034867									WBGene00006555				
OG0034868									WBGene00006560				
OG0034869									WBGene00007069				
OG0034870									WBGene00007124				
OG0034871									WBGene00007125				
OG0034872									WBGene00007133				
OG0034873									WBGene00007158				
OG0034874									WBGene00007213				
OG0034875									WBGene00007218				
OG0034876									WBGene00007231				
OG0034877									WBGene00007232				
OG0034878									WBGene00007233				
OG0034879									WBGene00007240				
OG0034880									WBGene00007265				
OG0034881									WBGene00007271				
OG0034882									WBGene00007293				
OG0034883									WBGene00007294				
OG0034884									WBGene00007315				
OG0034885									WBGene00007327				
OG0034886									WBGene00007342				
OG0034887									WBGene00007377				
OG0034888									WBGene00007416				
OG0034889									WBGene00007437				
OG0034890									WBGene00007485				
OG0034891									WBGene00007497				
OG0034892									WBGene00007567				
OG0034893									WBGene00007634				
OG0034894									WBGene00007636				
OG0034895									WBGene00007655				
OG0034896									WBGene00007663				
OG0034897									WBGene00007713				
OG0034898									WBGene00007719				
OG0034899									WBGene00007759				
OG0034900									WBGene00007771				
OG0034901									WBGene00007845				
OG0034902									WBGene00007852				
OG0034903									WBGene00007896				
OG0034904									WBGene00007900				
OG0034905									WBGene00007906				
OG0034906									WBGene00007921				
OG0034907									WBGene00007970				
OG0034908									WBGene00008023				
OG0034909									WBGene00008024				
OG0034910									WBGene00008087				
OG0034911									WBGene00008102				
OG0034912									WBGene00008169				
OG0034913									WBGene00008279				
OG0034914									WBGene00008319				
OG0034915									WBGene00008326				
OG0034916									WBGene00008463				
OG0034917									WBGene00008483				
OG0034918									WBGene00008517				
OG0034919									WBGene00008523				
OG0034920									WBGene00008524				
OG0034921									WBGene00008563				
OG0034922									WBGene00008577				
OG0034923									WBGene00008587				
OG0034924									WBGene00008590				
OG0034925									WBGene00008617				
OG0034926									WBGene00008668				
OG0034927									WBGene00008699				
OG0034928									WBGene00008789				
OG0034929									WBGene00008790				
OG0034930									WBGene00008816				
OG0034931									WBGene00008825				
OG0034932									WBGene00008855				
OG0034933									WBGene00008863				
OG0034934									WBGene00008903				
OG0034935									WBGene00008970				
OG0034936									WBGene00008971				
OG0034937									WBGene00009029				
OG0034938									WBGene00009036				
OG0034939									WBGene00009067				
OG0034940									WBGene00009097				
OG0034941									WBGene00009231				
OG0034942									WBGene00009269				
OG0034943									WBGene00009357				
OG0034944									WBGene00009362				
OG0034945									WBGene00009363				
OG0034946									WBGene00009377				
OG0034947									WBGene00009392				
OG0034948									WBGene00009457				
OG0034949									WBGene00009464				
OG0034950									WBGene00009466				
OG0034951									WBGene00009606				
OG0034952									WBGene00009630				
OG0034953									WBGene00009676				
OG0034954									WBGene00009750				
OG0034955									WBGene00009762				
OG0034956									WBGene00009868				
OG0034957									WBGene00009934				
OG0034958									WBGene00009946				
OG0034959									WBGene00009957				
OG0034960									WBGene00009984				
OG0034961									WBGene00010065				
OG0034962									WBGene00010102				
OG0034963									WBGene00010121				
OG0034964									WBGene00010164				
OG0034965									WBGene00010196				
OG0034966									WBGene00010270				
OG0034967									WBGene00010361				
OG0034968									WBGene00010381				
OG0034969									WBGene00010382				
OG0034970									WBGene00010404				
OG0034971									WBGene00010429				
OG0034972									WBGene00010446				
OG0034973									WBGene00010467				
OG0034974									WBGene00010469				
OG0034975									WBGene00010544				
OG0034976									WBGene00010554				
OG0034977									WBGene00010570				
OG0034978									WBGene00010586				
OG0034979									WBGene00010596				
OG0034980									WBGene00010607				
OG0034981									WBGene00010656				
OG0034982									WBGene00010711				
OG0034983									WBGene00010823				
OG0034984									WBGene00010862				
OG0034985									WBGene00010919				
OG0034986									WBGene00010938				
OG0034987									WBGene00010995				
OG0034988									WBGene00011008				
OG0034989									WBGene00011012				
OG0034990									WBGene00011079				
OG0034991									WBGene00011087				
OG0034992									WBGene00011113				
OG0034993									WBGene00011124				
OG0034994									WBGene00011130				
OG0034995									WBGene00011234				
OG0034996									WBGene00011245				
OG0034997									WBGene00011414				
OG0034998									WBGene00011544				
OG0034999									WBGene00011545				
OG0035000									WBGene00011546				
OG0035001									WBGene00011577				
OG0035002									WBGene00011611				
OG0035003									WBGene00011666				
OG0035004									WBGene00011685				
OG0035005									WBGene00011706				
OG0035006									WBGene00011707				
OG0035007									WBGene00011811				
OG0035008									WBGene00011877				
OG0035009									WBGene00011934				
OG0035010									WBGene00011982				
OG0035011									WBGene00012044				
OG0035012									WBGene00012060				
OG0035013									WBGene00012074				
OG0035014									WBGene00012076				
OG0035015									WBGene00012096				
OG0035016									WBGene00012155				
OG0035017									WBGene00012171				
OG0035018									WBGene00012211				
OG0035019									WBGene00012212				
OG0035020									WBGene00012213				
OG0035021									WBGene00012214				
OG0035022									WBGene00012215				
OG0035023									WBGene00012248				
OG0035024									WBGene00012301				
OG0035025									WBGene00012305				
OG0035026									WBGene00012312				
OG0035027									WBGene00012335				
OG0035028									WBGene00012374				
OG0035029									WBGene00012380				
OG0035030									WBGene00012411				
OG0035031									WBGene00012414				
OG0035032									WBGene00012415				
OG0035033									WBGene00012431				
OG0035034									WBGene00012452				
OG0035035									WBGene00012455				
OG0035036									WBGene00012473				
OG0035037									WBGene00012477				
OG0035038									WBGene00012501				
OG0035039									WBGene00012510				
OG0035040									WBGene00012537				
OG0035041									WBGene00012549				
OG0035042									WBGene00012577				
OG0035043									WBGene00012579				
OG0035044									WBGene00012587				
OG0035045									WBGene00012592				
OG0035046									WBGene00012616				
OG0035047									WBGene00012617				
OG0035048									WBGene00012630				
OG0035049									WBGene00012649				
OG0035050									WBGene00012748				
OG0035051									WBGene00012760				
OG0035052									WBGene00012785				
OG0035053									WBGene00012816				
OG0035054									WBGene00012862				
OG0035055									WBGene00012906				
OG0035056									WBGene00012910				
OG0035057									WBGene00012913				
OG0035058									WBGene00012955				
OG0035059									WBGene00012985				
OG0035060									WBGene00013047				
OG0035061									WBGene00013090				
OG0035062									WBGene00013141				
OG0035063									WBGene00013349				
OG0035064									WBGene00013356				
OG0035065									WBGene00013357				
OG0035066									WBGene00013374				
OG0035067									WBGene00013399				
OG0035068									WBGene00013425				
OG0035069									WBGene00013427				
OG0035070									WBGene00013536				
OG0035071									WBGene00013565				
OG0035072									WBGene00013611				
OG0035073									WBGene00013613				
OG0035074									WBGene00013685				
OG0035075									WBGene00013698				
OG0035076									WBGene00013749				
OG0035077									WBGene00013834				
OG0035078									WBGene00013961				
OG0035079									WBGene00014038				
OG0035080									WBGene00014163				
OG0035081									WBGene00014242				
OG0035082									WBGene00014569				
OG0035083									WBGene00014801				
OG0035084									WBGene00014914				
OG0035085									WBGene00015003				
OG0035086									WBGene00015020				
OG0035087									WBGene00015031				
OG0035088									WBGene00015086				
OG0035089									WBGene00015118				
OG0035090									WBGene00015119				
OG0035091									WBGene00015121				
OG0035092									WBGene00015149				
OG0035093									WBGene00015152				
OG0035094									WBGene00015170				
OG0035095									WBGene00015180				
OG0035096									WBGene00015222				
OG0035097									WBGene00015244				
OG0035098									WBGene00015253				
OG0035099									WBGene00015324				
OG0035100									WBGene00015341				
OG0035101									WBGene00015342				
OG0035102									WBGene00015380				
OG0035103									WBGene00015456				
OG0035104									WBGene00015459				
OG0035105									WBGene00015488				
OG0035106									WBGene00015491				
OG0035107									WBGene00015530				
OG0035108									WBGene00015564				
OG0035109									WBGene00015675				
OG0035110									WBGene00015715				
OG0035111									WBGene00015770				
OG0035112									WBGene00015772				
OG0035113									WBGene00015774				
OG0035114									WBGene00015785				
OG0035115									WBGene00015845				
OG0035116									WBGene00015849				
OG0035117									WBGene00015892				
OG0035118									WBGene00015945				
OG0035119									WBGene00015973				
OG0035120									WBGene00015979				
OG0035121									WBGene00016008				
OG0035122									WBGene00016041				
OG0035123									WBGene00016042				
OG0035124									WBGene00016043				
OG0035125									WBGene00016070				
OG0035126									WBGene00016075				
OG0035127									WBGene00016082				
OG0035128									WBGene00016161				
OG0035129									WBGene00016183				
OG0035130									WBGene00016217				
OG0035131									WBGene00016254				
OG0035132									WBGene00016299				
OG0035133									WBGene00016334				
OG0035134									WBGene00016339				
OG0035135									WBGene00016347				
OG0035136									WBGene00016434				
OG0035137									WBGene00016502				
OG0035138									WBGene00016528				
OG0035139									WBGene00016529				
OG0035140									WBGene00016571				
OG0035141									WBGene00016572				
OG0035142									WBGene00016637				
OG0035143									WBGene00016662				
OG0035144									WBGene00016668				
OG0035145									WBGene00016694				
OG0035146									WBGene00016724				
OG0035147									WBGene00016727				
OG0035148									WBGene00016736				
OG0035149									WBGene00016775				
OG0035150									WBGene00016804				
OG0035151									WBGene00016822				
OG0035152									WBGene00016823				
OG0035153									WBGene00016824				
OG0035154									WBGene00016855				
OG0035155									WBGene00016873				
OG0035156									WBGene00016910				
OG0035157									WBGene00016923				
OG0035158									WBGene00016940				
OG0035159									WBGene00017006				
OG0035160									WBGene00017029				
OG0035161									WBGene00017030				
OG0035162									WBGene00017069				
OG0035163									WBGene00017090				
OG0035164									WBGene00017105				
OG0035165									WBGene00017130				
OG0035166									WBGene00017141				
OG0035167									WBGene00017148				
OG0035168									WBGene00017214				
OG0035169									WBGene00017222				
OG0035170									WBGene00017224				
OG0035171									WBGene00017294				
OG0035172									WBGene00017324				
OG0035173									WBGene00017407				
OG0035174									WBGene00017410				
OG0035175									WBGene00017411				
OG0035176									WBGene00017412				
OG0035177									WBGene00017453				
OG0035178									WBGene00017465				
OG0035179									WBGene00017469				
OG0035180									WBGene00017484				
OG0035181									WBGene00017551				
OG0035182									WBGene00017568				
OG0035183									WBGene00017585				
OG0035184									WBGene00017586				
OG0035185									WBGene00017588				
OG0035186									WBGene00017603				
OG0035187									WBGene00017612				
OG0035188									WBGene00017629				
OG0035189									WBGene00017632				
OG0035190									WBGene00017638				
OG0035191									WBGene00017655				
OG0035192									WBGene00017662				
OG0035193									WBGene00017668				
OG0035194									WBGene00017717				
OG0035195									WBGene00017790				
OG0035196									WBGene00017839				
OG0035197									WBGene00017843				
OG0035198									WBGene00017862				
OG0035199									WBGene00017863				
OG0035200									WBGene00017890				
OG0035201									WBGene00017915				
OG0035202									WBGene00017927				
OG0035203									WBGene00017949				
OG0035204									WBGene00017978				
OG0035205									WBGene00017986				
OG0035206									WBGene00017987				
OG0035207									WBGene00018010				
OG0035208									WBGene00018030				
OG0035209									WBGene00018038				
OG0035210									WBGene00018192				
OG0035211									WBGene00018198				
OG0035212									WBGene00018234				
OG0035213									WBGene00018242				
OG0035214									WBGene00018252				
OG0035215									WBGene00018253				
OG0035216									WBGene00018291				
OG0035217									WBGene00018322				
OG0035218									WBGene00018387				
OG0035219									WBGene00018394				
OG0035220									WBGene00018410				
OG0035221									WBGene00018425				
OG0035222									WBGene00018433				
OG0035223									WBGene00018434				
OG0035224									WBGene00018446				
OG0035225									WBGene00018507				
OG0035226									WBGene00018537				
OG0035227									WBGene00018565				
OG0035228									WBGene00018570				
OG0035229									WBGene00018578				
OG0035230									WBGene00018596				
OG0035231									WBGene00018620				
OG0035232									WBGene00018621				
OG0035233									WBGene00018631				
OG0035234									WBGene00018669				
OG0035235									WBGene00018670				
OG0035236									WBGene00018687				
OG0035237									WBGene00018688				
OG0035238									WBGene00018693				
OG0035239									WBGene00018731				
OG0035240									WBGene00018751				
OG0035241									WBGene00018752				
OG0035242									WBGene00018792				
OG0035243									WBGene00018795				
OG0035244									WBGene00018805				
OG0035245									WBGene00018817				
OG0035246									WBGene00018822				
OG0035247									WBGene00018834				
OG0035248									WBGene00018850				
OG0035249									WBGene00018851				
OG0035250									WBGene00018868				
OG0035251									WBGene00018870				
OG0035252									WBGene00018875				
OG0035253									WBGene00018876				
OG0035254									WBGene00018882				
OG0035255									WBGene00018883				
OG0035256									WBGene00018888				
OG0035257									WBGene00018940				
OG0035258									WBGene00018941				
OG0035259									WBGene00018942				
OG0035260									WBGene00018944				
OG0035261									WBGene00018945				
OG0035262									WBGene00018968				
OG0035263									WBGene00018981				
OG0035264									WBGene00019049				
OG0035265									WBGene00019055				
OG0035266									WBGene00019070				
OG0035267									WBGene00019083				
OG0035268									WBGene00019171				
OG0035269									WBGene00019194				
OG0035270									WBGene00019251				
OG0035271									WBGene00019266				
OG0035272									WBGene00019267				
OG0035273									WBGene00019292				
OG0035274									WBGene00019302				
OG0035275									WBGene00019303				
OG0035276									WBGene00019316				
OG0035277									WBGene00019356				
OG0035278									WBGene00019359				
OG0035279									WBGene00019423				
OG0035280									WBGene00019541				
OG0035281									WBGene00019551				
OG0035282									WBGene00019552				
OG0035283									WBGene00019583				
OG0035284									WBGene00019598				
OG0035285									WBGene00019621				
OG0035286									WBGene00019622				
OG0035287									WBGene00019639				
OG0035288									WBGene00019661				
OG0035289									WBGene00019681				
OG0035290									WBGene00019684				
OG0035291									WBGene00019714				
OG0035292									WBGene00019793				
OG0035293									WBGene00019795				
OG0035294									WBGene00019809				
OG0035295									WBGene00019835				
OG0035296									WBGene00019903				
OG0035297									WBGene00019916				
OG0035298									WBGene00019929				
OG0035299									WBGene00019949				
OG0035300									WBGene00019954				
OG0035301									WBGene00019992				
OG0035302									WBGene00020020				
OG0035303									WBGene00020021				
OG0035304									WBGene00020024				
OG0035305									WBGene00020032				
OG0035306									WBGene00020041				
OG0035307									WBGene00020119				
OG0035308									WBGene00020120				
OG0035309									WBGene00020150				
OG0035310									WBGene00020210				
OG0035311									WBGene00020211				
OG0035312									WBGene00020221				
OG0035313									WBGene00020228				
OG0035314									WBGene00020252				
OG0035315									WBGene00020291				
OG0035316									WBGene00020329				
OG0035317									WBGene00020494				
OG0035318									WBGene00020536				
OG0035319									WBGene00020539				
OG0035320									WBGene00020548				
OG0035321									WBGene00020564				
OG0035322									WBGene00020603				
OG0035323									WBGene00020660				
OG0035324									WBGene00020666				
OG0035325									WBGene00020667				
OG0035326									WBGene00020669				
